,geography,count_race_total_population,percent_race_total_population_one_race_white,percent_hispanic_or_latino_by_race_total_population_hispanic_or_latino,percent_race_total_population_one_race_black_or_african_american,percent_race_total_population_one_race_asian,percent_race_total_population_one_race_native_hawaiian_and_other_pacific_islander,percent_race_total_population_one_race_american_indian_and_alaska_native,percent_race_total_population_one_race_some_other_race,percent_race_total_population_two_or_more_races,percent_total_races_tallied_1_total_races_tallied_black_or_african_american_alone_or_in_combination_with_one_or_more_other_races,percent_total_races_tallied_1_total_races_tallied_white_alone_or_in_combination_with_one_or_more_other_races,percent_housing_occupancy_total_housing_units_vacant_housing_units,percent_housing_tenure_occupied_housing_units_renter_occupied_housing_units,facility_binary,facility_counts,estimate_households_total,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,estimate_percent_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_female_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings,estimate_male_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings
583,06073018615,2814,30.6,69.3,2.9,3.3,1.2,2.7,42.4,16.9,4.5,46.6,7.1,58.5,FALSE,0,863,66580,90509,20.2,58.3,8.2,38.6,22.1,11.9,60.2,36,18.3,4.6,56.4,41.1,48786,43553
584,06073018616,3724,39.1,51.2,7.1,4.6,1.5,1.6,29,17.1,9.7,53.7,4.6,78.4,TRUE,2,1494,66733,75537,30.9,64.8,8.9,25.1,43.3,8.9,74.4,19,17.7,8.8,54.6,31.7,34297,47003
585,06073018617,3561,39.4,42,5.1,10.4,3,1.5,23.5,17,7.8,54.7,2.7,18.8,FALSE,0,988,130500,159835,33.9,86,5.9,8,39.3,6.9,86.8,9.2,29.2,4.9,85.2,6.9,56438,67921
586,06073018618,3969,22.8,73.7,3.1,6.1,1.4,1.8,47.9,16.9,5,37.7,4.1,55.6,FALSE,0,963,76573,84991,15.3,69.2,8.3,22,17.2,11.4,69.5,24.1,13.4,5.1,68.9,19.8,30884,46663
587,06073018619,6194,60.3,20.4,3.2,12.7,1.2,1,7.2,14.4,5,73.3,4,16.3,FALSE,0,1563,173072,189083,59.4,97,31.4,1.5,62.9,29,99.4,0.6,56.2,33.5,94.7,2.4,74654,105536
588,06073018620,2718,27,62.2,4.8,7.3,4.1,3.5,36.8,16.6,6.5,41.8,1.7,31.9,FALSE,0,606,83333,105110,15.9,62.9,5,16.8,20,8.5,67.5,18,12.2,2,58.9,15.7,39063,50484
589,06073018621,1640,37.3,53,6.5,7.7,0.7,2.3,28.2,17.4,8.7,53.5,5.2,48,FALSE,0,567,115250,104707,14,83.2,1.8,9.1,17,1.5,77.4,12.5,11.5,2.1,87.8,6.5,42063,27473
590,06073018622,5130,45.7,40.3,5.8,9.6,1.8,2.4,18.3,16.5,7.5,61.4,5.3,41,FALSE,0,1868,75085,82515,16.5,77.2,3,14.1,15.8,1.4,79.2,16.4,17.3,4.9,74.9,11.6,27214,60234
591,06073018700,37892,72.5,28.9,9,3.7,1.1,1.3,4.8,7.5,10.8,79.3,19.7,99,TRUE,1,6992,62998,73220,27,99.1,7.4,0.1,33.1,8.4,98.1,0,22.6,6.7,99.8,0.2,30114,42700
592,06073018801,3808,70.2,25.3,0.7,2.9,0.3,1.2,9.1,15.5,1.6,85.3,3.5,11.9,FALSE,0,1245,101625,118149,38.9,94.3,13.7,3.3,36,16.5,96.3,3.2,42.4,10.5,92,3.4,36264,64712
593,06073018803,5056,69.2,23.4,1.8,3.9,0.2,0.9,10.7,13.3,3.3,82,8,23.7,FALSE,0,1843,101161,147328,45.3,91,15.1,3,46.8,16.6,94,3.3,43.6,13.2,87.4,2.7,56667,94515
594,06073018804,5536,78,15.2,0.8,3.9,0.3,1.1,4.9,10.9,1.6,88.3,5.4,9,FALSE,0,2062,126161,154145,48.6,96.5,25.2,1.8,50.2,21.1,98,0.9,46.9,29.6,95,2.8,52202,87123
595,06073018805,3572,73.5,19.9,0.8,3.2,0.2,1.2,5.9,15.1,2,88,6.7,15.2,FALSE,0,1478,135717,155676,57.3,93.3,20.4,5,63.1,24.4,95.5,4.5,50.8,15.9,90.8,5.7,54564,91531
596,06073018903,5161,48.6,52,1.3,2.1,0.6,2.9,22.5,22.1,2.3,69.7,3.7,39.4,FALSE,0,1652,73750,92561,25.2,83,6.8,7.8,25.1,5.9,81,9.1,25.3,7.8,84.9,6.4,31458,47136
597,06073018904,6316,42.2,59.4,1.2,2.2,0.3,3.2,29.8,21.2,2.2,62.3,5.2,52.9,FALSE,0,1910,71307,93798,18,73.4,4.7,18.2,22.7,7.8,70.6,18.1,13.5,1.6,76,18.2,37083,43913
598,06073018905,6764,37.3,64,2.5,1.8,0.2,3,34.6,20.6,3.6,57.2,3.5,55,FALSE,0,1833,78975,99532,15.8,79.1,6.6,18.5,20.3,8.2,81.9,16.1,11.9,5.2,76.7,20.7,35225,50883
599,06073018906,6298,42,55.7,2.4,2.5,0.3,2.1,33.4,17.2,3.8,58,3.6,48.1,FALSE,0,1923,76410,99388,27.7,76.5,9.3,18.3,26.8,10,80.5,14,28.5,8.6,72.8,22.2,35977,44566
600,06073019001,6395,70.8,24.6,0.8,3,0.3,1.3,10.5,13.3,1.8,83.8,6.3,14.1,FALSE,0,2217,128244,144116,37.1,95.8,17.8,2.6,35.1,16.5,97.5,1.8,39.1,19.1,94.1,3.5,41250,60642
601,06073019002,3581,51.3,36.8,3.3,9.1,0.4,0.8,19.2,15.9,5.5,65.6,5.1,18.9,FALSE,0,1302,130987,143032,48.2,91.7,16.2,4.9,45.8,18.7,91.6,4.8,50.6,13.7,91.7,5.1,66941,77183
602,06073019103,7046,62.9,30.8,0.7,3.6,0.2,2,14.9,15.7,1.7,78,5.4,20.7,FALSE,0,2022,115254,138232,35.4,93.6,10.3,1.5,31.4,8.7,91.6,1.4,39.3,11.8,95.4,1.6,46719,85801
603,06073019105,6920,71.2,18,1.6,5.8,0.2,0.8,7.1,13.3,2.7,84,11.6,12.3,FALSE,0,2668,118636,151250,43.6,94.9,20,3.3,38.9,15.8,94.4,2.8,47.9,23.9,95.3,3.9,45218,68411
604,06073019107,2470,56.8,29.2,0.8,1.6,0.2,17.2,12.1,11.4,1.8,66.8,5,12.4,FALSE,0,950,159375,153165,31.4,91.4,9.5,3.5,30.7,8.5,92.4,5.5,32.1,10.6,90.5,1.5,42462,87734
605,06073019108,3072,27.5,40.4,0.4,1.3,0.1,35.4,23.3,12,1.2,38.5,7.7,25.8,FALSE,0,832,96621,124494,27.3,84,8.4,8.4,33.4,13.1,88.4,6,20.5,3.3,79.2,11,37188,47453
606,06073019109,4793,54.5,35.7,2.2,5,0.9,3.9,16.7,16.7,3.8,70,4,20.4,FALSE,0,1505,122083,135408,31,95,14.8,2.6,38.6,18.7,93.8,3.2,26,12.3,95.9,2.2,59875,54158
607,06073019110,5438,53.8,34.2,0.4,2,0.6,11.1,18.5,13.5,1.2,66.2,8.3,19.8,TRUE,2,1465,130402,157835,36.8,87.7,11.6,10,41.3,13.8,80.9,16.8,32.2,9.4,94.7,3.2,45313,49234
608,06073019111,4417,48.3,35.7,1.7,4.8,0.1,11.2,18.8,15.1,2.4,62.4,5.3,18.7,FALSE,0,1217,125366,171432,27.5,84.3,5.6,9.4,33.6,7.8,84.8,11.2,21.3,3.4,83.7,7.7,42857,77909
609,06073019203,2952,59.1,32.1,1.2,5,0.8,1.4,15.5,16.9,2.9,74.9,5.1,21,FALSE,0,838,138000,143168,40.8,93.4,11.3,2.1,38.5,6.2,91.6,3.5,43.2,16.7,95.1,0.7,51641,72778
610,06073019205,6472,36.6,59.8,2.7,5.1,1.3,2.5,35,16.9,4,52.2,4.4,47.9,FALSE,0,1965,62459,91231,17.9,74.8,5.2,16.2,15.8,5.3,75,16.8,20.3,5.1,74.5,15.4,46355,38306
611,06073019206,5586,26.6,72.1,2.4,3.7,0.6,3.3,45.3,18.1,3.7,43.2,2.4,57.5,FALSE,0,1445,97939,118584,12.6,70.5,2.8,19.6,16.1,2.9,70.9,18.5,9.9,2.8,70.1,20.4,42288,47856
612,06073019208,3564,68.4,25.5,0.8,3.7,0.1,0.4,12.6,14,2,81.7,5.9,19,FALSE,0,1161,132891,168138,36.5,94.3,15.6,4.4,28.4,10.6,93,4.7,43.5,19.9,95.4,4.2,41089,59604
613,06073019209,3270,73.4,19.6,1.2,3.8,0.4,0.9,6.7,13.6,2.4,86.3,5.9,14.2,FALSE,0,1048,141136,155182,41.5,94.4,14.7,4.8,36.8,19.2,91.2,7.2,45.8,10.7,97.3,2.7,51743,85313
614,06073019210,5882,33.8,62.8,2.7,5,0.8,3.6,28.7,25.4,4.3,57.9,3.4,62.2,FALSE,0,1838,74038,95025,22.8,76.2,5,18.3,29.2,8.5,78.8,19.1,15.2,0.9,73.1,17.3,31907,53922
615,06073019301,6651,57.7,24.5,3.2,12.1,1,1.1,9.6,15.3,4.6,71.9,2.2,16.6,FALSE,0,2264,112750,135166,47.9,96.3,21.9,2.1,44.5,16.9,94.7,2.7,51.3,27.2,97.9,1.5,36943,85459
616,06073019303,8025,53.9,34.3,3,7.5,0.9,1.7,15,17.9,4.7,71,2.6,32.7,FALSE,0,2687,124338,144586,28.7,82.3,10.8,15,28.6,10,87.4,9.2,28.7,11.5,77.2,20.9,42527,72135
617,06073019304,3548,56.2,30.4,4.9,7.1,1.4,1.2,12.2,17.1,7.6,72.1,2.9,32.2,FALSE,0,1137,103207,120079,38,89.8,12.2,3.8,40.9,9.5,96.4,2.1,34.8,15.1,82.6,5.6,47179,80375
618,06073019305,3983,59.3,29.3,4.4,7.1,0.8,1.2,12,15.3,6.4,73.8,3.1,52.9,FALSE,0,1746,76768,90364,26.8,90.8,7.8,4.4,25.1,10.2,92.2,4.9,28.8,5.3,89.2,3.8,43170,65110
619,06073019403,6489,43.1,47.5,3.4,7.4,1,2.1,24.5,18.5,5,60.3,2.9,35.2,FALSE,0,1870,100227,119091,29,85.9,10.4,10.9,33.1,14.7,86.3,11.3,24.9,6.1,85.5,10.5,51790,53333
620,06073019404,3697,24.9,79.3,1.1,2.7,0.8,4.2,42.2,24.1,2.1,47.4,1.5,33.7,FALSE,0,778,79896,114566,13.4,70.2,0.7,16.9,16.3,0.9,76.2,15.3,10.6,0.6,64.2,18.5,38684,53000
621,06073019405,3813,37.4,54.6,3.6,5.6,2,2.3,29.1,20.1,6.1,55.7,2.2,62,FALSE,0,1356,76382,97560,24.6,86.8,7,4.3,29.7,9,87.6,5.1,19.1,4.7,86,3.5,42813,45343
622,06073019406,4959,47.1,46.5,2.2,5.6,0.6,1.3,23.8,19.3,3.3,65,2.1,35,FALSE,0,1664,83590,101792,28,84.3,9.8,9.3,38,15.7,85.8,7.8,17.1,3.2,82.7,11,41570,47367
623,06073019501,3831,18.6,86,2,2.5,0.6,4.4,50.5,21.4,2.9,38.5,2.9,75.5,FALSE,0,807,82750,92071,4.1,58.5,0,28.1,5.9,0,60.8,29.6,2.8,0,56.8,26.9,33259,40926
624,06073019502,5492,22.6,83.9,1.6,1.6,0.2,4.8,48.9,20.2,2.4,41.4,3.2,80.4,FALSE,0,1547,60078,88904,9.5,64.9,1.9,22.6,10.1,2,67.4,21.9,8.9,1.8,62.3,23.4,23340,39690
625,06073019503,5032,34,64.4,2.6,3.9,0.6,2.6,33,23.3,4,55.3,2.1,53.8,FALSE,0,1603,82123,166974,21.1,75.9,4.5,17.7,25.9,5.4,73.8,17.5,16.4,3.7,77.9,17.9,33227,47011
626,06073019601,6622,50.7,43.2,2.3,3.5,0.6,1.8,23,18,3.9,67.7,2.9,42.5,FALSE,0,2114,112981,136941,31.4,86.8,11.4,6.8,33.9,11,85.3,5.6,28.8,11.9,88.4,8.2,37140,67738
627,06073019602,5438,52.3,42.5,2.5,3.1,0.4,2,21.1,18.6,3.7,70,3.3,36.1,FALSE,0,1647,110625,139745,27.4,74,8.7,19.4,28.9,11.8,69.9,21.2,26,5.7,77.9,17.7,37163,52816
628,06073019701,7022,53.2,36,5.1,7.3,0.8,1.5,17.7,14.3,7.2,66.3,4.5,58.2,FALSE,0,2623,90234,121058,27.8,90.8,7.5,3,25.1,4,95.2,3.4,29.9,10.3,87.3,2.7,40192,70465
629,06073019702,5069,64.7,30.6,1.7,3.6,0.3,1.5,12,16.2,3.3,80.1,2.1,24.8,FALSE,0,1559,101607,122725,30,86.5,8.5,9.8,35.5,9.1,86.1,11.9,24.5,8,86.8,7.7,32083,49572
630,06073019803,5937,66.8,20.7,1.7,8.2,0.3,0.7,6.9,15.4,3.6,81.5,5.3,53.3,FALSE,0,2384,107813,129941,48.4,89.1,14.6,9.3,49.4,15.8,90.5,6.5,47.3,13.4,87.6,12.4,66057,68975
631,06073019804,4567,77.1,15.6,0.5,4.3,0.1,0.4,3.7,13.8,1.6,90.2,2.1,17.6,FALSE,0,1545,148618,171202,52.7,97.5,22.7,1.7,50.9,21.1,98.6,1.4,54.4,24.4,96.4,2,72440,94250
632,06073019805,4138,52.9,42.2,2.8,4.7,0.3,1.6,20.7,16.9,4.3,68.8,3.7,46,FALSE,0,1499,87266,96955,27.8,88.8,7.8,8.7,23.1,5.7,84.2,12.7,33.1,10.3,94,4.3,41094,53537
633,06073019808,4853,80.2,12.4,1.4,5.5,0.2,0.3,3.4,9,2.7,88.7,4.8,26.3,FALSE,0,2376,98521,123674,51,98.4,25.3,0,52.7,27.4,96.8,0,49.2,23.1,100,0,65688,85139
634,06073019809,4096,75.9,15.5,1.1,5,0.1,0.6,4.8,12.5,2.1,88.2,2.3,12.5,FALSE,0,1649,132650,136719,41.7,93.8,12.7,1.5,39.6,14,95.3,1.2,43.8,11.4,92.3,1.9,60938,91766
635,06073019810,6412,64.5,19.5,2,10.7,0.3,0.8,6.9,14.7,3.8,78.7,1.3,24.3,FALSE,0,2284,116750,119887,49.5,96,23.6,0,44.2,19.9,95.3,0,55.1,27.5,96.8,0,49125,65996
636,06073019811,7330,63.6,18.2,1.6,13.5,0.3,0.7,6,14.2,3.1,77,4.7,31.4,FALSE,0,2406,125000,158191,62.6,98,21,0.3,60.9,19.5,99,0,64.5,22.5,96.9,0.5,77407,94950
637,06073019902,4211,44.8,50.2,2.3,4.7,0.6,2.1,25.8,19.7,3.9,63.3,3.7,45.7,FALSE,0,1270,82206,113030,27.5,82.1,14.4,13.8,30.9,14,85.6,10.5,24.7,14.7,79.1,16.5,45673,57880
638,06073019903,4718,57.1,37.5,2.2,3.9,0.4,1.8,18.7,15.9,2.9,72.3,4.2,35.9,FALSE,0,1480,105089,126612,30.9,86.8,8.2,5.6,40.3,8.3,90.1,4,23.1,8.2,84.1,6.8,44519,74833
639,06073019904,6865,62.7,25.3,3.3,8.2,0.4,1,10.3,14.2,5.2,76,4.3,55.1,FALSE,0,2385,104458,132442,44.8,94.5,18,4.7,42.9,20.4,91.2,7.4,47.4,14.9,99,1,57835,68110
640,06073019905,4326,63.6,23.6,2.6,8.9,0.5,0.7,8.5,15.2,4.7,78,4.9,41.1,FALSE,0,2026,107944,121838,47,91.6,13.9,4.7,48.2,17.7,88.9,6.4,45.8,10.2,94.3,2.9,49250,71103
641,06073020015,5171,75.7,11.1,0.9,7.7,0.3,0.3,2.9,12.2,2,87.3,5.4,26.7,FALSE,0,2217,185121,264685,63.9,95.5,26.1,4,54.4,23.5,91.6,7.4,73.4,28.7,99.4,0.6,65395,128021
642,06073020017,3187,45.6,47.1,3.5,6.3,0.9,1.8,24.2,17.8,5.1,62,7.3,61.1,TRUE,4,1000,62702,86519,13.3,70.5,5.4,15.8,10.7,4.7,70.7,16.6,17.2,6.6,70.3,14.4,24038,54760
643,06073020019,6728,62.6,28.9,1.1,7.1,0.1,0.9,14.2,14,2.2,75.9,5.5,18.6,FALSE,0,2945,74026,116028,37.6,84.4,10.5,10.5,36.4,12.2,85.4,10.9,39.1,8.4,83.1,9.9,31921,42686
644,06073020021,6034,27.9,58.9,1.9,13.7,0.6,2.3,33.2,20.4,3.3,47.1,2.6,52.3,FALSE,0,1637,83706,103161,27.2,70,7.7,21.2,29.1,8.4,70.4,23.9,25.2,6.9,69.5,18.5,36164,51595
645,06073020023,4734,49.8,39.3,2.2,8.5,0.3,1.6,20.6,17.1,3.8,65.8,1.4,18.3,FALSE,0,1288,102574,117270,30.9,85.6,8.5,8.2,34.4,8,87.3,9.1,26.7,9.2,83.6,7.1,47702,46892
646,06073020024,4129,55.9,36,1.7,6.3,0.4,1.8,16.8,17.1,3.1,71.9,3.2,27.5,FALSE,0,1560,85714,102776,28,89,9.8,6.8,32.6,9.3,89.3,8.9,23.7,10.2,88.7,4.8,50789,59891
647,06073020025,5021,52,35.5,3.5,9.6,0.5,1.2,15.2,18.1,5.7,69,4.5,48.3,FALSE,0,1863,86080,112258,39.3,91.8,12.8,3.1,32,11.8,90.2,3.6,45.7,13.7,93.2,2.7,43227,78487
648,06073020026,4345,70.9,18,1.1,8,0.2,0.5,7,12.4,2.4,82.8,3.1,22.7,FALSE,0,1704,122750,141753,47.9,95.6,16.1,1.2,49.1,18,94.6,0.7,46.7,14.1,96.7,1.7,47757,100972
649,06073020028,3690,18.8,83.6,1.7,4.5,0.6,2.2,52.3,19.9,2.9,37.2,4.6,92.5,FALSE,0,1021,58147,70956,12,51.5,3.1,37.3,7.7,3.6,50.5,37.6,17.6,2.4,52.8,37,29688,37168
650,06073020029,6854,37.1,57.4,3.7,6.6,0.4,1.8,35,15.5,5.2,51.1,7.7,86.1,TRUE,4,2547,71301,82871,30.2,78.2,6.4,13.9,29.3,8,77.3,13.2,31,4.7,79,14.5,34033,43292
651,06073020030,7193,68.1,16.1,1.6,10.9,0.1,0.4,6.2,12.6,2.9,79.9,4.8,23,FALSE,0,2619,180625,219942,60.5,92.4,25.5,2.2,58.1,22.8,89.2,4.3,63,28.3,95.8,0,68145,108167
652,06073020031,6659,68.6,14.5,1.5,11.3,0.1,0.6,3.7,14.2,2.9,82,2.3,26.2,FALSE,0,2225,119681,156427,60.6,95.2,21.4,0.7,55.3,15.3,95.5,1.2,68,29.8,94.7,0,46801,121592
653,06073020032,3649,76.1,10.2,1.3,9.6,0,0.2,2.2,10.6,2.5,86.3,8.5,17.7,FALSE,0,1350,163000,198828,66.5,96.7,30.7,2.2,65.4,34.6,98.1,0,68,25.7,94.8,5.2,67326,89913
654,06073020033,3720,73.5,13.1,0.9,8.4,0.3,0.3,3.6,13,2.3,85.7,3.9,33.8,FALSE,0,1624,115682,151589,57.3,90.9,21.7,4,54.4,23.9,84.9,4.9,60.1,19.4,96.9,3.1,55956,73571
655,06073020034,2737,78.7,10.8,0.8,5.2,0.2,0.4,2.9,11.9,1.6,90.3,0.5,9,FALSE,0,857,240587,251044,72,98.3,33.2,1,78.4,31.1,97.5,1.8,64.9,35.5,99.1,0,98929,152443
656,06073020035,6858,80.1,9.3,0.5,6.4,0.1,0.3,2,10.7,1.4,90.7,2,17.6,FALSE,0,2226,172092,225704,67,99.6,26.3,0,60.7,23.8,100,0,74.1,29.2,99.1,0,64375,150740
657,06073020036,3613,23.4,82.5,1.3,3.6,0.2,3.9,46.4,21,2.2,43.4,1.3,57.6,FALSE,0,1040,71555,82868,22,70.1,5.7,23.8,27.8,11.6,69.3,26.7,16.5,0,70.9,21.1,38643,39318
658,06073020037,4331,36.9,62.2,0.9,6.9,0.2,2.1,36.7,16.3,1.8,52.5,2.4,44.5,FALSE,0,1336,94222,106894,26.7,83.2,12.8,8.2,27.4,15.3,77.9,9.8,26.1,10.5,87.8,6.8,47471,49087
659,06073020038,5773,47.6,27.8,2.3,19.9,0.5,0.7,12.2,16.7,3.8,63.3,1.4,16.6,FALSE,0,1512,157069,160059,58.2,93.8,21.1,2.4,52.3,16.9,88.9,4,64.1,25.3,98.6,0.8,61350,74457
660,06073020039,2226,45.7,26.3,1.7,22.2,0.4,0.2,11.5,18.3,3.5,63.1,0.8,19,FALSE,0,536,152083,170093,56.4,95.1,14.5,1.6,58.6,11.3,97.1,0.3,54.2,17.7,93.1,2.9,52059,113750
661,06073020040,4299,68.6,17.8,1.5,9.6,0.3,0.4,5.9,13.8,3,81.7,1.4,21.7,FALSE,0,1483,140746,166959,46.1,95.4,14.1,2.6,45.1,14.6,92.8,4,47.2,13.7,98.3,1,73125,121827
662,06073020041,3028,45.1,49.9,3.4,8.2,0.7,1.5,26,15.2,5.3,59.1,3.9,61.4,FALSE,0,926,79693,101023,35.8,79,10.7,16.5,43.2,15.8,80.6,14.7,28.1,5.3,77.3,18.4,48125,44214
663,06073020042,3794,71.8,15.8,1.6,7.9,0.1,0.3,6.2,12.1,2.7,82.9,5.2,28.3,FALSE,0,1713,110199,127638,46.4,95,10.5,3.9,38.8,9.8,95.5,3.3,56.5,11.5,94.3,4.7,46207,142670
664,06073020043,6475,68.4,13.4,1.3,12.2,0.2,0.4,3.5,14.1,2.5,81.8,1.7,20,FALSE,0,1764,189265,215029,73.2,98.3,34,1.7,65.3,32.4,96.8,3.2,81.4,35.7,100,0,101328,138882
665,06073020044,8509,62.7,16.8,1.7,16.1,0.2,0.3,5.7,13.3,3.2,75.5,2.7,19.3,FALSE,0,3006,207500,202690,65.4,96.1,20.7,0.8,67.8,15.1,94.3,1.4,62.6,27.2,98.3,0.1,90239,149375
666,06073020105,4122,55.1,37.4,3,8,0.4,0.8,17.7,15,4.8,69.2,4.6,48,FALSE,0,1554,113875,121305,30.2,90.8,14.9,5.7,37.5,17,89.6,8,22.5,12.6,92.1,3.2,59744,59554
667,06073020106,3852,45.9,46.4,1,11,0.2,1.9,23.6,16.4,2,61,2.3,25.7,FALSE,0,1118,93509,120931,20.3,80.7,5.3,11.3,21.7,6.4,77.9,11.7,18.8,4.1,83.8,10.9,48246,71533
668,06073020107,4248,46.2,42.6,1.8,12.1,0.4,1.6,21.3,16.7,3,62.1,2.3,29.1,FALSE,0,1294,104273,116664,37.6,88.5,6.8,6,41.9,7.6,91.9,3,33.3,6,85.1,9.1,36594,52944
669,06073020108,5901,23.9,72.5,2.5,7.1,0.3,3,47.5,15.7,3.9,38.2,3,70.9,FALSE,0,1538,66250,76485,19,70.9,4.8,21.3,20.3,4.7,68.8,20.4,17.7,4.9,73,22.3,34280,45000
670,06073020109,5178,34.8,62.2,1.1,9.5,0.2,1.5,34.6,18.3,2.1,52.1,0.6,21.8,FALSE,0,1330,102381,131646,18.4,78.4,8.1,16.4,17.6,7.7,75.9,16.7,19.1,8.4,80.7,16.2,39215,57877
671,06073020110,7812,53.3,26.1,2.8,16.6,0.4,1.2,10.9,14.8,4.3,67.1,2.3,14.3,FALSE,0,2544,136468,171806,36.9,90.2,11.6,4.7,42.7,11.8,89.6,8.1,31.9,11.5,90.8,1.8,44489,94812
672,06073020111,4128,62.5,25.8,1.4,10,0.4,1.4,11,13.3,2,75.1,2.8,12.3,FALSE,0,1315,167534,214062,38.9,91.2,12.3,3.5,35.7,6.8,96.9,0.8,42.1,17.6,85.8,6,70508,76566
673,06073020202,6955,26.2,80.8,2.4,3.4,0.2,2.1,48.3,17.5,3.7,42.5,2.4,77.5,FALSE,0,2170,47669,61125,11.2,56.1,4.7,34.4,11.6,4,57.1,35.2,10.9,5.3,55.2,33.7,30380,36743
674,06073020206,5009,24.4,79.2,1.5,4,0.3,1.9,47.7,20.4,2.3,43.8,1.3,55.8,FALSE,0,1316,71071,91425,14.3,57.3,4.6,29.4,17,3.4,59,28.5,12,5.6,55.9,30.1,32603,36618
675,06073020207,5183,20.2,81,2.2,3.8,0.2,2.1,55.4,16.1,3.1,35.4,3.2,68.3,FALSE,0,1477,61950,71998,12.6,53.5,3,36,13.6,4.7,53.8,36.3,11.2,0.5,53,35.6,31419,46199
676,06073020208,2615,33.3,65.1,1.6,6.7,0.1,2.3,36.7,19.4,3.3,51.1,1,22.4,FALSE,0,765,104911,117442,8.5,81.3,2,14.1,9.9,2.6,83.5,13,6.9,1.5,78.9,15.3,28790,45538
677,06073020209,4882,35.6,62.1,3.1,5.9,0.3,1.4,37.5,16.1,4.9,50.6,2.5,58.3,FALSE,0,1782,52881,62198,15.7,74.4,3.5,14.2,13.5,3.3,72.2,15.4,18.1,3.7,76.7,12.9,25893,39193
678,06073020210,5105,35.4,56.9,3,9.4,0.2,2,30.2,19.9,4.8,54.1,2.3,43.2,FALSE,0,1710,64069,75913,17,82.8,4.2,12.8,16,3.5,85.4,8.8,18.3,5,79.9,17.3,41071,46285
679,06073020211,6918,33.7,65,2.9,5.6,0.3,2.4,36.4,18.7,4.3,51,3.8,69.2,FALSE,0,2047,61327,76035,12.7,78.1,2.5,10.3,14.2,2.6,87.5,9,11.3,2.4,69.2,11.5,29688,46226
680,06073020213,3674,24.4,82.7,1.7,3,0.1,2.3,54.4,14,2.4,37.6,2.7,88.5,FALSE,0,1240,53333,65592,16.9,71,3.5,18.9,16.2,4.7,73.3,16.9,17.9,1.9,67.9,21.3,35602,47275
681,06073020214,5808,28.3,69.3,3.6,4.1,0.3,3.3,45.2,15.2,5,42.4,5.4,96.4,FALSE,0,1946,32194,56000,17.8,71.3,5.6,19,21,8.3,79.5,11.9,15.2,3.3,64.3,25,30000,44881
682,06073020304,6641,65.1,21.9,1.9,9.6,0.3,0.7,9.2,13.2,3.1,77.9,1.7,16.6,FALSE,0,2347,140586,154790,45.9,90,19.2,6.6,46.1,16.6,91.7,7.4,45.8,21.9,88.3,5.9,55481,84688
683,06073020305,6124,53.2,33.6,3,10.3,0.2,1.4,17.7,14.2,4.3,66.5,7.7,35.9,FALSE,0,2318,108814,125824,37.2,87,13.9,9.2,30.2,8.4,87.4,6.4,44.7,19.7,86.7,12.1,61694,78371
684,06073020308,5981,43.6,48.4,3.9,7.2,0.6,1.8,23.8,19.1,5.1,61.8,5.5,76.9,FALSE,0,3056,51736,67886,22.9,86.5,10.8,8.7,24.8,13.2,81.6,12.5,20.6,7.9,92.5,4.1,50098,43352
685,06073020309,4093,38.6,45.3,2.9,13.5,0.5,1,23.8,19.7,4.4,57.1,3,48.2,FALSE,0,1513,107313,113943,31.6,86.8,10.9,6.3,34.3,14.7,86.7,6.1,28.1,6.2,86.8,6.5,37133,57770
686,06073020310,8703,56.2,26.9,5.1,15.1,0.2,0.6,9.3,13.5,7.2,68.7,11.6,59.9,FALSE,0,2587,119141,121827,41.7,97.4,16.6,0.3,46.8,21.2,98.6,0.5,36.7,12.2,96.3,0,70143,53949
687,06073020311,3600,66.4,14.8,2.4,13.8,0.2,0.5,4.9,11.9,3.4,77.4,6.2,9.3,FALSE,0,1493,108821,158891,44.9,94,19.9,1.9,41.5,19.1,91.3,2.3,48.8,20.9,97,1.4,64893,101396
688,06073020312,4487,59.5,28.2,2.3,9.4,0.2,1,12.6,15,3.9,73.5,2.6,16.8,FALSE,0,1591,111906,114051,39.1,84.7,14.4,10.5,36.1,11.5,82.3,14.7,42.6,17.9,87.6,5.5,51716,66058
